_RAJ2000,_DEJ2000,ALS,Name,RAJ,mag,n_mag,RAJ2000,DEJ2000,GLON,GLAT,Simbad,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R_x,J,H,K,u,g,r_xa,i,z,angDist
84.165833,27.911944,8455,LS   V +27   4,"(5.0, 36.0, 39.8)",8.2,V,05 36 39.8,+27 54 43,179.83,-2.21,Simbad,HD  36993,84.1658326695,27.9117535322,0.0,0.0,90.0,18,05 36 39.79984,+27 54 42.3127,A,2020yCat.1350....0G,Star,*|IR|UV,48.0,23.9,1.601E-4,7.97E-5,B8,,0.8429,0.0279,-0.3,-4.009,0.029,0.02,90,,,,8.39,8.25,,7.802,7.781,7.806,,,,,,0.685685
85.3375,29.4875,16420,HR 1945,"(5.0, 41.0, 21.0)",6.4,V,05 41 21.0,+29 29 15,179.04,-0.5,Simbad,HD  37646,85.3374030973,29.4874157562,0.0,0.0,90.0,46,05 41 20.97674,+29 29 14.6967,A,2020yCat.1350....0G,EB*,*|**|IR|UV,50.167,0.179,1.674E-4,6.0E-7,B8IV,,6.3659,0.0675,15.145,-26.656,0.068,0.041,90,,,,6.292,6.392,,6.55,6.625,6.625,,,,,,0.429171
91.89125,23.739167,8719,LS   V +23  28,"(6.0, 7.0, 33.9)",8.9,V,06 07 33.9,+23 44 21,186.96,1.64,Simbad,HD 251847,91.8911821798,23.7390743061,0.0,0.0,90.0,24,06 07 33.88372,+23 44 20.6675,A,2020yCat.1350....0G,Star,*|IR|UV,55.104,0.616,1.838E-4,2.1E-6,B1IV,,0.6915,0.0429,-0.333,-1.141,0.037,0.029,90,,,,9.02,9.01,,8.726,8.766,8.72,,,,,,0.401627
80.179167,37.438611,8276,LS   V +37  10,"(5.0, 20.0, 43.0)",6.9,V,05 20 43.0,+37 26 19,170.04,0.27,Simbad,HD  34656,80.1795050075,37.4386652961,0.0,0.0,90.0,197,05 20 43.08120,+37 26 19.1951,A,2020yCat.1350....0G,Em*,*|**|Em*|IR|UV|X,62.298,0.221,2.078E-4,7.0E-7,O7.5II(f),,1.0432,0.0682,1.002,-3.311,0.069,0.053,90,,,,6.77,6.76,,6.637,6.634,6.676,,,,,,0.985741
92.459167,20.618056,8753,LS   V +20  20,"(6.0, 9.0, 50.2)",10.1,V,06 09 50.2,+20 37 05,189.95,0.58,Simbad,HD 252535,92.4588993862,20.6181284299,0.0,0.0,90.0,26,06 09 50.13585,+20 37 05.2623,A,2020yCat.1350....0G,YSO_Candidate,*|**|IR|UV|Y*?,63.321,3.252,2.112E-4,1.08E-5,B1.5V,,0.5704,0.0232,0.43,-2.194,0.025,0.018,90,,,,10.26,10.26,10.16,9.652,9.614,9.635,,,,,,0.938645
88.9025,30.711389,8594,LS   V +30  24,"(5.0, 55.0, 36.6)",8.4,V,05 55 36.6,+30 42 41,179.58,2.77,Simbad,HD  39712,88.9026913459,30.7113864671,0.0,0.0,90.0,26,05 55 36.64592,+30 42 40.9913,A,2020yCat.1350....0G,Star,*|IR|UV,68.461,0.192,2.284E-4,6.0E-7,B2IV,,0.5793,0.0585,-0.336,-2.398,0.054,0.032,90,,,,8.46,8.4,,8.063,8.096,8.074,,,,,,0.592305
82.04,33.313056,8382,LS   V +33  36,"(5.0, 28.0, 9.6)",10.6,V,05 28 09.6,+33 18 47,174.3,-0.8,Simbad,HD 243827,82.0399487382,33.313123571,0.0,0.0,90.0,16,05 28 09.58770,+33 18 47.2449,A,2020yCat.1350....0G,Star,*|IR,71.0,10.0,2.369E-4,3.34E-5,B0.2III,,0.3038,0.0168,0.591,-2.321,0.018,0.013,90,,,,10.9,10.7,,9.618,9.523,9.455,,,,,,0.288022
66.89875,48.297778,7958,LS   V +48  16,"(4.0, 27.0, 35.7)",8.7,V,04 27 35.7,+48 17 52,155.51,-0.41,Simbad,HD  28004,66.8987238439,48.2975423207,0.0,0.0,90.0,12,04 27 35.69372,+48 17 51.1524,A,2020yCat.1350....0G,Star,*|IR,78.03,9.05,2.603E-4,3.02E-5,G5,,1.1461,0.0214,-1.354,-2.336,0.021,0.014,90,,,,9.21,8.72,,7.415,7.325,7.271,,,,,,0.850755
61.955417,62.332778,17937,HD 25639,"(4.0, 7.0, 49.3)",6.9,V,04 07 49.3,+62 19 58,143.67,7.66,Simbad,V* SZ Cam,61.9553539254,62.3329519156,0.0,0.0,90.0,216,04 07 49.28494,+62 19 58.6269,A,2020yCat.1350....0G,EB*,*|**|EB*|IR|V*,81.2,5.5,2.709E-4,1.83E-5,O9.5Vn,,1.1773,0.0899,-1.144,-0.448,0.111,0.09,90,,,,7.26,6.93,,6.122,6.1,6.063,,,,,,0.634912
60.097083,56.901389,7847,LS   I +56  98,"(4.0, 0.0, 23.3)",9.2,V,04 00 23.3,+56 54 05,146.6,2.98,Simbad,HD 237204,60.0970066225,56.9015993236,0.0,0.0,90.0,41,04 00 23.28159,+56 54 05.7576,A,2020yCat.1350....0G,PN?_Candidate,*|IR|PN|PN?,93.607,0.323,3.123E-4,1.1E-6,B2III:,,0.6397,0.0154,-0.469,-2.087,0.017,0.015,90,,,,9.625,9.341,9.33,8.584,8.581,8.553,,9.998,9.465,9.108,,0.771909
65.388333,57.745278,7937,LS   V +57  59,"(4.0, 21.0, 33.2)",8.8,V,04 21 33.2,+57 44 43,148.12,5.55,Simbad,HD 237249,65.3879479731,57.7451188371,0.0,0.0,90.0,12,04 21 33.10751,+57 44 42.4278,A,2020yCat.1350....0G,PulsV*,*|IR,102.69,8.04,3.426E-4,2.68E-5,A5,,1.0933,0.0211,0.987,1.663,0.023,0.019,90,,,,9.22,8.79,,7.887,7.819,7.772,,,,,,0.935697
61.102083,56.005278,7874,LS   V +55  11,"(4.0, 4.0, 24.5)",8.8,V,04 04 24.5,+56 00 19,147.61,2.67,Simbad,HD 237213,61.1023241805,56.0054069639,0.0,0.0,90.0,43,04 04 24.55780,+56 00 19.4651,A,2020yCat.1350....0G,BlueSG*,*|IR|s*b,116.04,1.74,3.871E-4,5.8E-6,B6Ia,,0.2204,0.0186,0.277,0.279,0.02,0.018,90,,,,9.39,8.74,,6.991,6.808,6.663,,,,,,0.671722
89.773333,27.561667,8629,LS   V +27  20,"(5.0, 59.0, 5.6)",7.3,V,05 59 05.6,+27 33 42,182.69,1.85,Simbad,HD  40297,89.7734993348,27.5618445953,0.0,0.0,90.0,26,05 59 05.63984,+27 33 42.6405,A,2020yCat.1350....0G,Star,*|IR,121.57,1.16,4.056E-4,3.9E-6,A0Ib,,0.5063,0.022,-0.088,-2.388,0.026,0.017,90,,,,7.56,7.27,,6.447,6.364,6.287,,,,,,0.830999
92.415,20.4875,8751,LS   V +20  19,"(6.0, 9.0, 39.6)",7.6,V,06 09 39.6,+20 29 15,190.04,0.48,Simbad,HD  42088,92.4148868204,20.4876251666,0.0,0.0,90.0,241,06 09 39.57284,+20 29 15.4506,A,2020yCat.1350....0G,Star,*|IR|UV|X,125.514,0.405,4.188E-4,1.3E-6,O6V((f))z,,0.5777,0.0373,0.251,-2.485,0.04,0.028,90,,,,7.58,7.57,8.45,7.312,7.366,7.39,,,,,,0.590522
94.820417,20.58,8870,LS   V +20  36,"(6.0, 19.0, 16.9)",8.5,V,06 19 16.9,+20 34 48,191.04,2.51,Simbad,HD  43837,94.8203292225,20.5799319741,0.0,0.0,90.0,39,06 19 16.87901,+20 34 47.7551,A,2020yCat.1350....0G,PulsV*,*|Em*|IR|Pu*|UV|V*,143.45,0.92,4.786E-4,3.1E-6,B2Ibp?,,0.235,0.0469,0.099,-0.341,0.04,0.03,90,,,,8.99,8.49,,7.114,6.912,6.786,,,,,,0.384044
61.09,53.328889,7875,LS   V +53  18,"(4.0, 4.0, 21.6)",8.3,V,04 04 21.6,+53 19 44,149.38,0.67,Simbad,HD  25348,61.0901673567,53.3290474235,0.0,0.0,90.0,56,04 04 21.64017,+53 19 44.5707,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR|V*,506.4,0.059,0.0016906,2.0E-7,B1Vnnpe,,0.9518,0.0225,0.015,-1.106,0.024,0.02,90,,,,8.39,8.18,,7.338,7.165,6.943,,,,,,0.674342
88.275417,26.445556,8576,LS   V +26  12,"(5.0, 53.0, 6.1)",8.1,V,05 53 06.1,+26 26 44,182.99,0.14,Simbad,HD  39340,88.2753864499,26.4453993194,0.0,0.0,90.0,52,05 53 06.09275,+26 26 43.4375,A,2020yCat.1350....0G,Be*,*|Be*|Em*|Er*|IR|UV|V*,543.405,0.272,0.0018142,9.0E-7,B3V,,1.2985,0.0344,-1.01,-5.299,0.037,0.023,90,,,,8.17,8.13,,7.594,7.579,7.255,,,,,,0.572581
86.337083,29.157778,16891,HD 247042,"(5.0, 45.0, 20.9)",9.5,V,05 45 20.9,+29 09 28,179.78,0.06,Simbad,HD 247042,86.3370341115,29.157791391,0.0,0.0,90.0,13,05 45 20.88819,+29 09 28.0490,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR,564.736,0.036,0.0018855,1.0E-7,Be,,0.799,0.0246,1.374,-2.81,0.026,0.015,90,,,,9.58,9.51,,9.164,9.165,9.15,,,,,,0.161079
60.195,37.146667,7851,LS   V +37   1,"(4.0, 0.0, 46.8)",10.2,V,04 00 46.8,+37 08 48,159.72,-11.85,Simbad,HD 279216,60.1951295174,37.1466528101,0.0,0.0,90.0,8,04 00 46.83108,+37 08 47.9501,A,2020yCat.1350....0G,PulsV*,*,,,,,B5,,0.4886,0.0226,1.531,-0.311,0.026,0.021,90,,,,10.89,10.28,,,,,,,,,,0.375149
62.107083,46.366111,7894,LS   V +46   9,"(4.0, 8.0, 25.7)",8.6,V,04 08 25.7,+46 21 58,154.54,-4.06,Simbad,HD  25931,62.1068196965,46.3659665008,0.0,0.0,90.0,12,04 08 25.63673,+46 21 57.4794,A,2020yCat.1350....0G,Star,*|IR|UV,,,,,B8,,1.2123,0.0216,0.309,-3.345,0.024,0.019,90,,,,8.92,8.64,,8.044,8.032,8.004,,,,,,0.835728
62.7375,48.186111,7901,LS   V +48  11,"(4.0, 10.0, 57.0)",9.6,P,04 10 57.0,+48 11 10,153.61,-2.44,Simbad,BD+47   946,62.7374507288,48.1862210107,0.0,0.0,90.0,5,04 10 56.98817,+48 11 10.3956,A,2020yCat.1350....0G,Star,*|IR,,,,,A0,,1.3383,0.0233,-1.221,-3.567,0.022,0.017,90,,,,9.73,9.41,,8.834,8.864,8.767,,,,,,0.413318
63.975833,41.604444,7916,LS   V +41   4,"(4.0, 15.0, 54.2)",8.7,V,04 15 54.2,+41 36 16,158.8,-6.6,Simbad,HD  26782,63.9758803138,41.6047064473,0.0,0.0,90.0,7,04 15 54.21128,+41 36 16.9432,A,2020yCat.1350....0G,Star,*|IR,,,,,A0,,0.6624,0.023,1.213,-0.521,0.025,0.016,90,,,,9.3,8.71,,7.096,6.89,6.782,,,,,,0.953356
64.295417,44.930556,7920,LS   V +44  11,"(4.0, 17.0, 10.9)",10.5,P,04 17 10.9,+44 55 50,156.64,-4.06,Simbad,HD  26909,64.2950485559,44.9305809599,0.0,0.0,90.0,11,04 17 10.81165,+44 55 50.0915,A,2020yCat.1350....0G,Em*,*|Em*|IR,,,,,F8,,0.7273,0.02,1.374,-1.13,0.019,0.015,90,,,,10.53,10.19,,9.085,8.911,8.722,,,,,,0.943331
64.3325,46.217778,7923,LS   V +46  13,"(4.0, 17.0, 19.8)",7.0,V,04 17 19.8,+46 13 04,155.76,-3.12,Simbad,HD  26907,64.3323836875,46.2176738542,0.0,0.0,90.0,13,04 17 19.77208,+46 13 03.6259,A,2020yCat.1350....0G,Star,*|**|IR|UV,,,,,A2,,0.9486,0.0241,-0.394,-1.762,0.025,0.018,90,,,,7.44,7.08,,6.0,5.835,5.799,,,,,,0.473824
65.2925,53.171389,7935,LS   V +53  21,"(4.0, 21.0, 10.2)",10.9,V,04 21 10.2,+53 10 17,151.32,2.28,Simbad,LS   V +53   21,65.2925235715,53.1716325873,0.0,0.0,90.0,10,04 21 10.20566,+53 10 17.8773,A,2020yCat.1350....0G,Star,*|IR,,,,,OB+,,0.2463,0.0155,0.336,-0.809,0.019,0.014,90,,,,11.3,11.0,,9.516,9.367,9.287,,,,,,0.878388
67.218333,59.386111,7961,LS   V +59  23,"(4.0, 28.0, 52.4)",9.7,P,04 28 52.4,+59 23 10,147.6,7.37,Simbad,BD+59   804,67.2183811564,59.3862176357,0.0,0.0,90.0,14,04 28 52.41148,+59 23 10.3835,A,2020yCat.1350....0G,Star,*|IR,,,,,B2,,0.3875,0.0269,2.145,-1.526,0.029,0.024,90,,,,10.48,10.21,,9.605,9.581,9.571,,,,,,0.393909
67.549167,51.865,7970,LS   V +51  20,"(4.0, 30.0, 11.8)",9.5,V,04 30 11.8,+51 51 54,153.22,2.35,Simbad,HD 232965,67.5489041788,51.8650783036,0.0,0.0,90.0,6,04 30 11.73700,+51 51 54.2819,A,2020yCat.1350....0G,Star,*|IR,,,,,B8,,1.252,0.0169,0.846,-4.225,0.018,0.014,90,,,,9.89,9.52,,8.577,8.536,8.494,,,,,,0.648715
67.907083,43.828889,7985,LS   V +43  10,"(4.0, 31.0, 37.7)",8.7,V,04 31 37.7,+43 49 44,159.24,-2.98,Simbad,HD  28502,67.9068893502,43.8290517485,0.0,0.0,90.0,12,04 31 37.65344,+43 49 44.5863,A,2020yCat.1350....0G,Star,*|IR|UV,,,,,A3,,1.0651,0.0222,1.907,-1.42,0.024,0.02,90,,,,8.91,8.69,,8.067,8.002,7.92,,,,,,0.772143
67.909583,44.938611,7983,LS   V +44  14,"(4.0, 31.0, 38.3)",9.3,V,04 31 38.3,+44 56 19,158.43,-2.22,Simbad,BD+44   967,67.9096502381,44.938642031,0.0,0.0,90.0,10,04 31 38.31606,+44 56 19.1113,A,2020yCat.1350....0G,Star,*|**|IR|UV,,,,,B2,,0.8271,0.0199,-0.182,-2.748,0.022,0.013,90,,,,9.48,9.41,,9.047,9.102,9.101,,,,,,0.204544
68.51875,45.635833,7995,LS   V +45  10,"(4.0, 34.0, 4.5)",7.7,V,04 34 04.5,+45 38 09,158.21,-1.44,Simbad,HD  28747,68.5185694567,45.6357868738,0.0,0.0,90.0,11,04 34 04.45667,+45 38 08.8327,A,2020yCat.1350....0G,Star,*|IR|UV,,,,,B9,,1.1507,0.0235,0.968,-4.592,0.026,0.016,90,,,,8.08,7.7,,6.651,6.572,6.505,,,,,,0.483847
68.847083,54.339722,7996,LS   V +54  12,"(4.0, 35.0, 23.3)",9.6,V,04 35 23.3,+54 20 23,151.93,4.6,Simbad,HD 232977,68.8469795314,54.3395865502,0.0,0.0,90.0,11,04 35 23.27509,+54 20 22.5116,A,2020yCat.1350....0G,Star,*|IR,,,,,B5,,1.3356,0.0182,1.036,-3.42,0.02,0.016,90,,,,9.86,9.6,,8.967,8.919,8.913,,,,,,0.533786
69.025833,47.507222,8000,LS   V +47  15,"(4.0, 36.0, 6.2)",10.5,P,04 36 06.2,+47 30 26,157.06,0.09,Simbad,BD+47  1011,69.0259490527,47.507301697,0.0,0.0,90.0,7,04 36 06.22777,+47 30 26.2861,A,2020yCat.1350....0G,Star,*|IR,,,,,B2,,0.5281,0.0169,1.611,-1.687,0.018,0.012,90,,,,10.11,9.69,,8.078,7.941,7.884,,,,,,0.402446
69.450417,44.696944,8009,LS   V +44  16,"(4.0, 37.0, 48.1)",8.3,V,04 37 48.1,+44 41 49,159.35,-1.58,Simbad,TYC 2892-1146-2,69.4507833333,44.6969666667,0.014,0.013,76.0,0,"04 37 48.188  ","+44 41 49.08  ",B,2002A&A...384..180F,Star,*,,,,,,,,,-1.0,-3.8,1.1,1.2,90,,,,9.72,9.46,,,,,,,,,,0.940996
70.247083,44.530278,8023,LS   V +44  17,"(4.0, 40.0, 59.3)",10.8,V,04 40 59.3,+44 31 49,159.85,-1.27,Simbad,LS   V +44   17,70.2472067655,44.5303494582,0.0,0.0,90.0,116,04 40 59.32962,+44 31 49.2580,A,2020yCat.1350....0G,HMXB,*|Be*|Em*|HXB|IR|N*|UV|V*|X|gam,,,,,B0.2Ve,,0.3788,0.015,0.101,-1.186,0.016,0.014,90,,,,11.42,10.73,10.28,9.5,9.317,9.182,,,,,,0.408735
70.356667,57.909722,8021,LS   V +57  61,"(4.0, 41.0, 25.6)",9.2,V,04 41 25.6,+57 54 35,149.8,7.6,Simbad,HD 237299,70.3567189711,57.9097880149,0.0,0.0,90.0,14,04 41 25.61255,+57 54 35.2369,A,2020yCat.1350....0G,Em*,*|Em*|IR,,,,,B2,,0.7988,0.0311,1.436,-0.765,0.026,0.026,90,,,,9.37,9.18,,8.128,7.93,7.688,,,,,,0.257602
70.820833,40.748333,8033,LS   V +40  13,"(4.0, 43.0, 17.0)",10.8,P,04 43 17.0,+40 44 54,162.97,-3.44,Simbad,HD 276706,70.821003428,40.7482827856,0.0,0.0,90.0,6,04 43 17.04082,+40 44 53.8180,A,2020yCat.1350....0G,Star,*|IR,,,,,B3,,0.3457,0.0378,0.288,-1.658,0.047,0.034,90,,,,10.84,10.66,,10.218,10.195,10.212,,,,,,0.498724
71.0125,42.418889,8037,LS   V +42   8,"(4.0, 44.0, 3.0)",7.6,V,04 44 03.0,+42 25 08,161.8,-2.24,Simbad,HD  29833A,71.0127375,42.4188527778,,,172.0,2,"04 44 03.057  ","+42 25 07.87  ",C,2000A&A...355L..27H,Star,*|**|IR,,,,,,,,,2.2,-8.1,1.5,1.6,90,,,,7.863,7.606,8.63,6.846,6.88,6.774,,,,,,0.644519
71.87625,42.32,8051,LS   V +42   9,"(4.0, 47.0, 30.3)",8.3,V,04 47 30.3,+42 19 12,162.29,-1.82,Simbad,HD  30209,71.8760923953,42.3199366858,0.0,0.0,90.0,17,04 47 30.26217,+42 19 11.7721,A,2020yCat.1350....0G,PulsV*bCep,*|IR|UV,,,,,B9,,0.872,0.0298,-0.375,-2.517,0.036,0.03,90,,,,8.41,8.39,,8.109,8.16,8.153,,,,,,0.477438
72.36,39.983333,8059,LS   V +39   5,"(4.0, 49.0, 26.4)",10.7,P,04 49 26.4,+39 59 00,164.32,-3.04,Simbad,EM* VES  835,72.3599780333,39.9832000594,0.0,0.0,90.0,10,04 49 26.39473,+39 58 59.5202,A,2020yCat.1350....0G,Em*,*|Em*|IR,,,,,B,,0.2769,0.0265,0.978,-2.484,0.031,0.023,90,,,,11.68,11.46,,10.663,10.533,10.347,,,,,,0.482407
75.067083,43.463056,8119,LS   V +43  20,"(5.0, 0.0, 16.1)",9.6,V,05 00 16.1,+43 27 47,162.88,0.71,Simbad,HD 277200,75.0673861631,43.4630797186,0.0,0.0,90.0,8,05 00 16.17268,+43 27 47.0870,A,2020yCat.1350....0G,Star,*|IR,,,,,B5,,0.8618,0.0254,-0.636,-2.936,0.036,0.026,90,,,,9.59,9.6,,9.42,9.449,9.398,,,,,,0.796737
75.151667,39.906667,8122,LS   V +39  11,"(5.0, 0.0, 36.4)",9.9,P,05 00 36.4,+39 54 24,165.72,-1.43,Simbad,HD 277291,75.1516520576,39.9065022541,0.0,0.0,90.0,6,05 00 36.39649,+39 54 23.4081,A,2020yCat.1350....0G,Star,*|IR,,,,,B,,0.2533,0.0142,-0.268,-1.402,0.017,0.013,90,,,,11.02,10.43,,8.278,7.998,7.855,,,,,,0.594519
75.280417,40.652222,8125,LS   V +40  21,"(5.0, 1.0, 7.3)",10.8,P,05 01 07.3,+40 39 08,165.2,-0.89,Simbad,HD 277270,75.2806847082,40.6521788685,0.0,0.0,90.0,6,05 01 07.36433,+40 39 07.8439,A,2020yCat.1350....0G,Star,*|IR,,,,,B8,,0.3469,0.0225,-0.156,-1.866,0.028,0.023,90,,,,11.38,11.41,,10.61,10.601,10.566,,,,,,0.747481
75.78,40.553056,8145,LS   V +40  24,"(5.0, 3.0, 7.2)",7.6,V,05 03 07.2,+40 33 11,165.51,-0.65,Simbad,HD  32189,75.7800989087,40.5531443489,0.0,0.0,90.0,13,05 03 07.22374,+40 33 11.3197,A,2020yCat.1350....0G,Star,*|IR,,,,,F0,,0.6018,0.0217,1.616,-2.514,0.025,0.02,90,,,,8.06,7.66,,6.558,6.421,6.328,,,,,,0.417557
76.108333,42.92,8154,LS   V +42  20,"(5.0, 4.0, 26.0)",8.9,V,05 04 26.0,+42 55 12,163.78,0.98,Simbad,HD  32329,76.1081875042,42.9199068816,0.0,0.0,90.0,8,05 04 25.96500,+42 55 11.6648,A,2020yCat.1350....0G,Star,*|IR|UV,,,,,B9,,1.1033,0.0926,-0.078,-3.011,0.128,0.095,90,,,,8.98,8.93,,8.565,8.58,8.568,,,,,,0.509415
76.184167,44.958611,8156,LS   V +44  28,"(5.0, 4.0, 44.2)",9.2,V,05 04 44.2,+44 57 31,162.19,2.26,Simbad,HD  32358A,76.1839837197,44.9586157275,0.0,0.0,90.0,0,05 04 44.15609,+44 57 31.0166,A,2020yCat.1350....0G,Star,*,,,,,,,1.0124,0.0401,-0.483,-3.522,0.049,0.041,90,,,,9.95,9.81,,,,,,,,,,0.467203
76.595417,41.770556,8167,LS   V +41  26,"(5.0, 6.0, 22.9)",9.6,V,05 06 22.9,+41 46 14,164.91,0.57,Simbad,TYC 2903-138-1,76.5954541667,41.770675,0.014,0.014,90.0,0,"05 06 22.909  ","+41 46 14.43  ",B,2002A&A...384..180F,Star,*,,,,,,,,,-1.3,1.5,1.1,1.1,90,,,,9.83,9.74,,,,,,,,,,0.439869
76.68125,40.481944,8172,LS   V +40  29,"(5.0, 6.0, 43.5)",10.5,P,05 06 43.5,+40 28 55,165.98,-0.15,Simbad,HD 277552,76.6809683024,40.4818627691,0.0,0.0,90.0,7,05 06 43.43239,+40 28 54.7060,A,2020yCat.1350....0G,Em*,*|Em*|IR,,,,,B3,,0.3684,0.0188,-0.322,-0.923,0.022,0.018,90,,,,10.34,10.37,,9.736,9.732,9.684,,,,,,0.824917
77.404583,43.161667,8194,LS   V +43  26,"(5.0, 9.0, 37.1)",9.2,V,05 09 37.1,+43 09 42,164.15,1.89,Simbad,HD  33051,77.4047352631,43.1617222943,0.0,0.0,90.0,10,05 09 37.13646,+43 09 42.2003,A,2020yCat.1350....0G,Em*,*|Em*|UV,,,,,B9,,0.8031,0.0195,-0.553,-4.498,0.024,0.019,90,,,,9.35,9.21,,,,,,,,,,0.446644
77.487083,41.244167,8201,LS   V +41  30,"(5.0, 9.0, 56.9)",10.9,P,05 09 56.9,+41 14 39,165.73,0.79,Simbad,HD 277661,77.486851186,41.2440328808,0.0,0.0,90.0,7,05 09 56.84428,+41 14 38.5184,A,2020yCat.1350....0G,Star,*|IR,,,,,B5,,0.3701,0.0393,-0.083,-1.46,0.046,0.033,90,,,,10.95,10.74,,10.252,10.227,10.213,,,,,,0.79175
77.578333,37.301667,8207,LS   V +37   7,"(5.0, 10.0, 18.8)",6.8,V,05 10 18.8,+37 18 06,168.95,-1.49,Simbad,HD  33203B,77.5783458333,37.3018305556,0.004,0.004,90.0,5,"05 10 18.803  ","+37 18 06.59  ",B,2002A&A...384..180F,Star,*|**,,,,,B2II,,,,-3.5,-8.9,2.6,2.4,90,,,,6.94,6.78,,,,,,,,,,0.589946
77.91125,44.796667,8219,LS   V +44  31,"(5.0, 11.0, 38.7)",9.5,P,05 11 38.7,+44 47 48,163.05,3.15,Simbad,BD+44  1119,77.9111839472,44.7964861334,0.0,0.0,90.0,7,05 11 38.68415,+44 47 47.3501,A,2020yCat.1350....0G,PulsV*,*|IR,,,,,B8,,1.0252,0.0252,-1.077,-2.831,0.026,0.022,90,,,,9.16,9.12,,8.995,9.059,9.051,,,,,,0.672629
78.299583,44.481667,8234,LS   V +44  34,"(5.0, 13.0, 11.9)",9.4,V,05 13 11.9,+44 28 54,163.47,3.19,Simbad,BD+44  1130,78.2994815307,44.4817812281,0.0,0.0,90.0,10,05 13 11.87557,+44 28 54.4124,A,2020yCat.1350....0G,PulsV*,*|**|IR,,,,,B8,,0.8355,0.0315,-0.077,-1.62,0.04,0.03,90,,,,9.646,9.519,9.571,9.311,9.325,9.332,,9.787,9.562,9.667,,0.486855
78.506667,42.953611,8240,LS   V +42  26,"(5.0, 14.0, 1.6)",10.4,P,05 14 01.6,+42 57 13,164.8,2.41,Simbad,HD 277731,78.5067129812,42.9536335533,0.0,0.0,90.0,7,05 14 01.61112,+42 57 13.0808,A,2020yCat.1350....0G,Em*,*|IR,,,,,B8,,0.6584,0.0309,2.688,-2.03,0.037,0.026,90,,,,10.36,10.29,,10.147,10.129,10.117,,,,,,0.145844
78.585417,40.015278,8242,LS   V +39  21,"(5.0, 14.0, 20.5)",10.3,P,05 14 20.5,+40 00 55,167.22,0.74,Simbad,HD 277795,78.5854708217,40.0154264116,0.0,0.0,90.0,8,05 14 20.51300,+40 00 55.5351,A,2020yCat.1350....0G,V*,*|IR|V*,,,,,B8,,1.0417,0.035,0.16,-3.663,0.039,0.03,90,,,,10.25,10.27,,10.136,10.101,10.162,,,,,,0.554507
79.78125,33.929722,8267,LS   V +33   8,"(5.0, 19.0, 7.5)",9.2,V,05 19 07.5,+33 55 47,172.73,-2.0,Simbad,HD 242437,79.7810894537,33.9298176889,0.0,0.0,90.0,6,05 19 07.46147,+33 55 47.3437,A,2020yCat.1350....0G,Star,*|IR,,,,,OB-,,0.8289,0.0316,0.33,-2.035,0.034,0.023,90,,,,9.2,9.26,,9.168,9.216,9.207,,,,,,0.590455
79.814167,34.890556,19905,HD 34477,"(5.0, 19.0, 15.4)",7.0,V,05 19 15.4,+34 53 26,171.96,-1.43,Simbad,HD  34477,79.8140146258,34.8905350324,0.0,0.0,90.0,17,05 19 15.36351,+34 53 25.9261,A,2020yCat.1350....0G,**,*|**|IR|UV,,,,,B8,,1.9395,0.0283,-2.541,-3.115,0.033,0.023,90,0.025,0.0,21,7.195,7.083,,6.54,6.513,6.494,,,,,,0.456231
79.877083,38.1425,8268,LS   V +38  11,"(5.0, 19.0, 30.5)",8.7,V,05 19 30.5,+38 08 33,169.32,0.48,Simbad,HD  34493B,79.8772494583,38.1424611583,0.016,0.016,90.0,0,05 19 30.53987,+38 08 32.8602,B,2002A&A...384..180F,Star,*|**,,,,,,,,,-2.0,-3.5,1.3,1.3,90,,,,10.06,10.01,,,,,,,,,,0.491602
80.0325,44.642222,8269,LS   V +44  37,"(5.0, 20.0, 7.8)",9.0,V,05 20 07.8,+44 38 32,164.05,4.29,Simbad,HD  34507,80.0325543637,44.6421301273,0.0,0.0,90.0,17,05 20 07.81305,+44 38 31.6685,A,2020yCat.1350....0G,Em*,*|Em*|IR|UV,,,,,B8ne,,0.8568,0.0219,-0.362,-1.626,0.029,0.02,90,,,,9.101,9.026,9.21,8.559,8.492,8.317,,,,,,0.35886
80.422083,36.646389,8283,LS   V +36  12,"(5.0, 21.0, 41.3)",10.4,V,05 21 41.3,+36 38 47,170.8,-0.02,Simbad,HD 280903,80.4222996351,36.6462605497,0.0,0.0,90.0,12,05 21 41.35191,+36 38 46.5380,A,2020yCat.1350....0G,Em*,*|Em*|IR,,,,,B2,,0.5204,0.0248,1.641,-2.575,0.032,0.023,90,,,,10.55,10.45,,9.816,9.658,9.424,,,,,,0.778056
80.4525,41.488333,8282,LS   V +41  39,"(5.0, 21.0, 48.6)",9.1,V,05 21 48.6,+41 29 18,166.83,2.75,Simbad,HD 278040,80.4524554668,41.4882824355,0.0,0.0,90.0,7,05 21 48.58931,+41 29 17.8168,A,2020yCat.1350....0G,PulsV*,*|IR|UV,,,,,B5,,0.9447,0.026,-0.701,-2.623,0.031,0.022,90,,,,9.14,9.11,,9.039,9.056,9.062,,,,,,0.218078
