_RAJ2000,_DEJ2000,ALS,Name,mag,n_mag,RAJ2000,DEJ2000,GLON,GLAT,Simbad
162.042083,-59.758889,16086,FO 20,12.4,V,10 48 10.1,-59 45 32,287.98,-0.51,Simbad
162.046667,-60.690556,1926,LS  1926,10.2,V,10 48 11.2,-60 41 26,288.41,-1.34,Simbad
162.0525,-57.447222,18205,HD 93736,9.5,V,10 48 12.6,-57 26 50,286.93,1.54,Simbad
162.053333,-58.681111,1925,LS  1925,10.3,P,10 48 12.8,-58 40 52,287.49,0.45,Simbad
162.060833,-62.94,1930,LS  1930,10.6,P,10 48 14.6,-62 56 24,289.44,-3.34,Simbad
162.064167,-60.265556,1928,LS  1928,9.4,V,10 48 15.4,-60 15 56,288.22,-0.96,Simbad
162.095,-59.540833,1929,LS  1929,8.5,V,10 48 22.8,-59 32 27,287.9,-0.31,Simbad
162.097917,37.570278,14745,HD 93521,7.0,V,10 48 23.5,+37 34 13,183.14,62.15,Simbad
162.121667,-44.378611,20037,HD 93721,7.9,V,10 48 29.2,-44 22 43,280.9,13.17,Simbad
162.129167,-60.935833,1931,LS  1931,9.3,V,10 48 31.0,-60 56 09,288.55,-1.54,Simbad
162.13375,-63.526944,1933,LS  1933,10.8,V,10 48 32.1,-63 31 37,289.74,-3.85,Simbad
162.15625,-60.223333,1932,LS  1932,7.3,V,10 48 37.5,-60 13 24,288.24,-0.9,Simbad
162.192917,-60.594167,1934,LS  1934,9.1,V,10 48 46.3,-60 35 39,288.43,-1.22,Simbad
162.229167,-59.446667,1935,LS  1935,7.7,V,10 48 55.0,-59 26 48,287.92,-0.19,Simbad
162.236667,-60.721944,1938,LS  1938,10.5,V,10 48 56.8,-60 43 19,288.5,-1.33,Simbad
162.239583,-60.475556,16088,FO 22,12.4,V,10 48 57.5,-60 28 32,288.39,-1.11,Simbad
162.242083,-60.014444,16087,FO 21,11.3,V,10 48 58.1,-60 00 52,288.18,-0.7,Simbad
162.2425,-59.817222,1936,LS  1936,10.7,V,10 48 58.2,-59 49 02,288.1,-0.52,Simbad
162.244583,-59.685833,1937,LS  1937,9.7,V,10 48 58.7,-59 41 09,288.04,-0.4,Simbad
162.262917,-58.895278,1939,LS  1939,9.1,V,10 49 03.1,-58 53 43,287.69,0.31,Simbad
162.2675,-59.8,1940,LS  1940,11.0,V,10 49 04.2,-59 48 00,288.1,-0.51,Simbad
162.28125,-60.540556,1942,LS  1942,11.4,P,10 49 07.5,-60 32 26,288.44,-1.16,Simbad
162.283333,-60.715,1943,LS  1943,9.1,V,10 49 08.0,-60 42 54,288.52,-1.31,Simbad
162.28625,-46.778056,15770,HD 93840,7.8,V,10 49 08.7,-46 46 41,282.14,11.1,Simbad
162.287083,-59.890556,1941,LS  1941,10.2,V,10 49 08.9,-59 53 26,288.15,-0.58,Simbad
162.2975,-57.969444,18206,HD 93898,8.0,V,10 49 11.4,-57 58 10,287.28,1.14,Simbad
162.305833,-60.184444,1944,LS  1944,8.4,V,10 49 13.4,-60 11 04,288.29,-0.83,Simbad
162.308333,-60.265833,1945,LS  1945,10.5,V,10 49 14.0,-60 15 57,288.33,-0.91,Simbad
162.329583,-61.831667,1948,LS  1948,8.8,V,10 49 19.1,-61 49 54,289.05,-2.3,Simbad
162.331667,-61.286111,1946,LS  1946,10.9,P,10 49 19.6,-61 17 10,288.8,-1.81,Simbad
162.352917,-59.828889,1947,LS  1947,10.0,V,10 49 24.7,-59 49 44,288.15,-0.51,Simbad
162.356667,-60.026389,1949,LS  1949,10.4,V,10 49 25.6,-60 01 35,288.24,-0.68,Simbad
162.359167,-59.882222,1950,LS  1950,10.2,V,10 49 26.2,-59 52 56,288.18,-0.55,Simbad
162.367917,-59.539444,1951,LS  1951,10.6,V,10 49 28.3,-59 32 22,288.03,-0.24,Simbad
162.410417,-62.040833,18265,HD 93989,8.7,V,10 49 38.5,-62 02 27,289.17,-2.47,Simbad
162.442083,-61.621389,18540,"AAS 23, 231  BBII-13",11.9,V,10 49 46.1,-61 37 17,289.0,-2.09,Simbad
162.485,-60.494722,1954,LS  1954,10.8,V,10 49 56.4,-60 29 41,288.51,-1.07,Simbad
162.50375,-58.299167,1953,LS  1953,10.8,V,10 50 00.9,-58 17 57,287.53,0.89,Simbad
162.50625,-57.874167,1952,LS  1952,8.7,V,10 50 01.5,-57 52 27,287.34,1.27,Simbad
162.508333,-59.6275,1955,LS  1955,11.2,V,10 50 02.0,-59 37 39,288.13,-0.29,Simbad
162.539167,-56.461667,18207,HD 94022,9.4,V,10 50 09.4,-56 27 42,286.72,2.54,Simbad
162.54125,-59.548333,18208,HD 94054,8.9,V,10 50 09.9,-59 32 54,288.11,-0.21,Simbad
162.545,-60.137222,1956,LS  1956,10.1,V,10 50 10.8,-60 08 14,288.37,-0.74,Simbad
162.564167,-60.915278,16089,FO 23,11.8,V,10 50 15.4,-60 54 55,288.73,-1.43,Simbad
162.577083,-60.898333,18541,"AAS 23, 231  BBII-14",11.8,V,10 50 18.5,-60 53 54,288.73,-1.41,Simbad
162.578333,-60.396111,1960,LS  1960,10.4,V,10 50 18.8,-60 23 46,288.51,-0.96,Simbad
162.586667,-56.6275,1957,LS  1957,10.0,V,10 50 20.8,-56 37 39,286.82,2.41,Simbad
162.586667,-36.933611,16926,HD 93971,9.7,V,10 50 20.8,-36 56 01,277.56,19.9,Simbad
162.593333,-59.675278,1961,LS  1961,11.5,V,10 50 22.4,-59 40 31,288.19,-0.31,Simbad
162.6025,-56.567778,1958,LS  1958,10.2,V,10 50 24.6,-56 34 04,286.8,2.46,Simbad
162.606667,-60.824722,1962,LS  1962,11.9,V,10 50 25.6,-60 49 29,288.71,-1.34,Simbad
162.624583,-54.436944,1959,LS  1959,11.5,P,10 50 29.9,-54 26 13,285.85,4.37,Simbad
162.666667,-61.269167,16286,HD 94144,6.8,V,10 50 40.0,-61 16 09,288.94,-1.72,Simbad
162.6675,-61.225,18543,"AAS 23, 231  BBII-16",11.9,V,10 50 40.2,-61 13 30,288.92,-1.68,Simbad
162.672083,-59.2125,18209,HD 94129,8.5,V,10 50 41.3,-59 12 45,288.02,0.12,Simbad
162.674583,-59.298333,16090,FO 24,12.7,V,10 50 41.9,-59 17 54,288.06,0.04,Simbad
162.6875,-62.440278,1965,LS  1965,10.9,V,10 50 45.0,-62 26 25,289.47,-2.77,Simbad
162.690417,-60.478611,1964,LS  1964,13.1,P,10 50 45.7,-60 28 43,288.59,-1.01,Simbad
162.690833,-58.679722,1963,LS  1963,10.3,V,10 50 45.8,-58 40 47,287.79,0.6,Simbad
162.752083,-61.742778,1967,LS  1967,10.2,V,10 51 00.5,-61 44 34,289.18,-2.13,Simbad
162.77,-54.346111,14169,Hbg 479,10.2,V,10 51 04.8,-54 20 46,285.89,4.49,Simbad
162.774583,-62.284167,1970,LS  1970,12.3,P,10 51 05.9,-62 17 03,289.44,-2.61,Simbad
162.779167,-57.406667,1966,LS  1966,10.9,P,10 51 07.0,-57 24 24,287.26,1.76,Simbad
162.79125,-60.692222,1969,LS  1969,10.0,V,10 51 09.9,-60 41 32,288.73,-1.18,Simbad
162.791667,-56.478056,18014,CPD -55 3916,10.8,V,10 51 10.0,-56 28 41,286.85,2.59,Simbad
162.805833,-59.129444,17539,HD 94201,9.4,V,10 51 13.4,-59 07 46,288.04,0.22,Simbad
162.809583,-61.052222,1972,LS  1972,9.9,V,10 51 14.3,-61 03 08,288.9,-1.5,Simbad
162.82125,-56.409444,1968,LS  1968,9.4,V,10 51 17.1,-56 24 34,286.84,2.66,Simbad
162.828333,-58.098889,1971,LS  1971,8.9,V,10 51 18.8,-58 05 56,287.59,1.15,Simbad
162.835,-59.743889,1973,LS  1973,7.8,V,10 51 20.4,-59 44 38,288.33,-0.32,Simbad
162.84125,-59.890556,1974,LS  1974,10.4,V,10 51 21.9,-59 53 26,288.4,-0.45,Simbad
162.8575,-59.668611,18495,"AAS 23, 231  BBI-1",14.2,V,10 51 25.8,-59 40 07,288.31,-0.25,Simbad
162.873333,-59.799167,16091,FO 25,12.3,V,10 51 29.6,-59 47 57,288.37,-0.36,Simbad
162.874583,-60.803333,1975,LS  1975,10.7,V,10 51 29.9,-60 48 12,288.82,-1.26,Simbad
162.87625,-75.882778,18442,HD 94454,6.7,V,10 51 30.3,-75 52 58,295.69,-14.73,Simbad
162.897083,-59.849167,1976,LS  1976,10.5,V,10 51 35.3,-59 50 57,288.4,-0.4,Simbad
162.90875,-60.9425,18544,"AAS 23, 231  BBII-18",12.7,V,10 51 38.1,-60 56 33,288.89,-1.38,Simbad
162.91625,-60.737778,1977,LS  1977,11.4,P,10 51 39.9,-60 44 16,288.81,-1.19,Simbad
162.916667,-59.574167,18496,"AAS 23, 231  BBI-2",14.7,V,10 51 40.0,-59 34 27,288.29,-0.15,Simbad
162.91875,-61.057222,1978,LS  1978,10.5,V,10 51 40.5,-61 03 26,288.95,-1.48,Simbad
162.969583,-58.976667,1979,LS  1979,8.8,V,10 51 52.7,-58 58 36,288.05,0.4,Simbad
162.977917,-62.186944,1983,LS  1983,9.6,V,10 51 54.7,-62 11 13,289.48,-2.48,Simbad
162.983333,-59.125,1981,LS  1981,10.4,V,10 51 56.0,-59 07 30,288.12,0.27,Simbad
162.98375,-58.415833,1980,LS  1980,6.8,V,10 51 56.1,-58 24 57,287.81,0.9,Simbad
162.997083,-61.583889,18545,"AAS 23, 231  BBII-20",15.1,V,10 51 59.3,-61 35 02,289.22,-1.93,Simbad
162.9975,-58.557778,1982,LS  1982,11.0,V,10 51 59.4,-58 33 28,287.88,0.78,Simbad
163.009583,-60.586667,1985,LS  1985,11.4,P,10 52 02.3,-60 35 12,288.78,-1.04,Simbad
163.016667,-58.268889,15814,CPD -57 3901,10.9,P,10 52 04.0,-58 16 08,287.76,1.04,Simbad
163.019167,-70.494444,1996,LS  1996,11.6,P,10 52 04.6,-70 29 40,293.22,-9.91,Simbad
163.019583,-60.66,16092,FO 26,11.8,V,10 52 04.7,-60 39 36,288.82,-1.1,Simbad
163.024583,-59.837222,18497,"AAS 23, 231  BBI-3",12.7,V,10 52 05.9,-59 50 14,288.46,-0.36,Simbad
163.02875,-59.818889,18498,"AAS 23, 231  BBI-4",13.8,V,10 52 06.9,-59 49 08,288.45,-0.35,Simbad
163.04125,-57.424722,1984,LS  1984,11.8,P,10 52 09.9,-57 25 29,287.4,1.8,Simbad
163.041667,-59.955,14170,Hbg 484,9.0,V,10 52 10.0,-59 57 18,288.52,-0.46,Simbad
163.05,-56.166667,16022,VdBH 44b,12.0,V,10 52 12.0,-56 10 00,286.84,2.93,Simbad
163.065417,-60.227222,1987,LS  1987,10.1,V,10 52 15.7,-60 13 38,288.65,-0.7,Simbad
163.074583,-59.614167,1988,LS  1988,10.5,V,10 52 17.9,-59 36 51,288.38,-0.15,Simbad
163.0825,-53.823611,1986,LS  1986,11.5,P,10 52 19.8,-53 49 25,285.82,5.04,Simbad
163.095833,-58.746944,1990,LS  1990,8.0,V,10 52 23.0,-58 44 49,288.01,0.63,Simbad
163.096667,-61.008889,1993,LS  1993,9.4,V,10 52 23.2,-61 00 32,289.01,-1.4,Simbad
163.1,-57.852222,1989,LS  1989,10.3,V,10 52 24.0,-57 51 08,287.61,1.43,Simbad
163.10125,-58.253056,1991,LS  1991,7.4,V,10 52 24.3,-58 15 11,287.79,1.08,Simbad
163.104167,-59.251944,1992,LS  1992,10.3,P,10 52 25.0,-59 15 07,288.23,0.18,Simbad
163.119583,-59.210278,18210,HD 94380,8.6,V,10 52 28.7,-59 12 37,288.22,0.22,Simbad
163.128333,-57.240278,15075,HR 4250,5.3,V,10 52 30.8,-57 14 25,287.36,1.99,Simbad
163.152083,-59.1825,18211,HD 94394,8.5,V,10 52 36.5,-59 10 57,288.22,0.25,Simbad
163.175833,-61.218611,1994,LS  1994,10.4,V,10 52 42.2,-61 13 07,289.13,-1.57,Simbad
163.188333,-57.129167,18212,HD 94393,8.4,V,10 52 45.2,-57 07 45,287.34,2.1,Simbad
163.20875,-58.625556,1995,LS  1995,10.1,V,10 52 50.1,-58 37 32,288.01,0.77,Simbad
163.21875,-58.686111,1997,LS  1997,9.8,V,10 52 52.5,-58 41 10,288.04,0.71,Simbad
163.2225,-60.416111,16093,FO 27,12.4,V,10 52 53.4,-60 24 58,288.8,-0.84,Simbad
163.26875,-59.505833,1998,LS  1998,8.8,V,10 53 04.5,-59 30 21,288.42,-0.01,Simbad
163.271667,-60.035833,18177,"AAS 12, 365 BB-7",10.3,V,10 53 05.2,-60 02 09,288.65,-0.49,Simbad
163.283333,-60.496389,2000,LS  2000,9.5,V,10 53 08.0,-60 29 47,288.86,-0.9,Simbad
163.283333,-62.014167,17394,"ArkAst 5, 161 No. 22-/16",11.0,V,10 53 08.0,-62 00 51,289.53,-2.26,Simbad
163.292083,-59.240833,1999,LS  1999,9.9,V,10 53 10.1,-59 14 27,288.31,0.23,Simbad
163.298333,-60.540833,2001,LS  2001,11.4,P,10 53 11.6,-60 32 27,288.89,-0.93,Simbad
163.312083,-60.815,2002,LS  2002,7.3,V,10 53 14.9,-60 48 54,289.01,-1.18,Simbad
163.334167,-59.610556,2003,LS  2003,9.8,V,10 53 20.2,-59 36 38,288.5,-0.09,Simbad
163.338333,-58.893056,16253,HD 94491,6.3,V,10 53 21.2,-58 53 35,288.18,0.55,Simbad
163.36125,-59.470278,2005,LS  2005,11.4,V,10 53 26.7,-59 28 13,288.45,0.04,Simbad
163.361667,-58.423056,2004,LS  2004,9.1,V,10 53 26.8,-58 25 23,287.99,0.98,Simbad
163.368333,-59.859722,2007,LS  2007,10.3,V,10 53 28.4,-59 51 35,288.62,-0.31,Simbad
163.372917,-59.863056,18178,"AAS 12, 365 BB-10",10.3,V,10 53 29.5,-59 51 47,288.62,-0.31,Simbad
163.3775,-57.974444,2006,LS  2006,11.4,P,10 53 30.6,-57 58 28,287.8,1.39,Simbad
163.400833,-59.451389,2008,LS  2008,10.3,V,10 53 36.2,-59 27 05,288.46,0.07,Simbad
163.404583,-60.904444,18546,"AAS 23, 231  BBII-23",10.6,V,10 53 37.1,-60 54 16,289.09,-1.24,Simbad
163.419167,-59.8275,16094,FO 28,11.1,V,10 53 40.6,-59 49 39,288.63,-0.27,Simbad
163.4225,-61.665278,2011,LS  2011,7.7,V,10 53 41.4,-61 39 55,289.44,-1.92,Simbad
163.435,-59.512778,2010,LS  2010,10.6,V,10 53 44.4,-59 30 46,288.5,0.02,Simbad
163.459167,-53.983611,2009,LS  2009,12.3,P,10 53 50.2,-53 59 01,286.09,5.0,Simbad
163.46125,-60.068056,2012,LS  2012,10.9,P,10 53 50.7,-60 04 05,288.75,-0.47,Simbad
163.480833,-59.311667,18499,"AAS 23, 231  BBI-5",14.3,V,10 53 55.4,-59 18 42,288.43,0.21,Simbad
163.4925,-60.266389,18179,"AAS 12, 365 BB-21",11.9,V,10 53 58.2,-60 15 59,288.85,-0.65,Simbad
163.494167,-26.745833,20038,HD 94473,7.5,V,10 53 58.6,-26 44 45,272.83,29.17,Simbad
163.496667,-60.445556,2015,LS  2015,11.4,P,10 53 59.2,-60 26 44,288.93,-0.81,Simbad
163.499583,-58.293333,2013,LS  2013,10.7,V,10 53 59.9,-58 17 36,288.0,1.13,Simbad
163.524167,-60.616667,16096,FO 30,12.1,V,10 54 05.8,-60 37 00,289.02,-0.95,Simbad
163.525,-57.488889,2014,LS  2014,11.1,P,10 54 06.0,-57 29 20,287.66,1.86,Simbad
163.527083,-60.041389,18180,"AAS 12, 365 BB-22",11.2,V,10 54 06.5,-60 02 29,288.77,-0.44,Simbad
163.53375,-59.631667,18500,"AAS 23, 231  BBI-6",12.0,V,10 54 08.1,-59 37 54,288.6,-0.07,Simbad
163.539167,-59.38,18501,"AAS 23, 231  BBI-7",14.4,V,10 54 09.4,-59 22 48,288.49,0.16,Simbad
163.542083,-59.618333,18502,"AAS 23, 231  BBI-8",12.5,V,10 54 10.1,-59 37 06,288.59,-0.05,Simbad
163.544167,-57.172222,2016,LS  2016,10.3,V,10 54 10.6,-57 10 20,287.53,2.15,Simbad
163.544583,-70.231111,2023,LS  2023,11.0,P,10 54 10.7,-70 13 52,293.26,-9.59,Simbad
163.55125,-60.294167,16097,FO 31,12.1,V,10 54 12.3,-60 17 39,288.89,-0.66,Simbad
163.590833,-58.070278,2017,LS  2017,9.9,V,10 54 21.8,-58 04 13,287.94,1.35,Simbad
163.61,-59.8625,2019,LS  2019,9.7,V,10 54 26.4,-59 51 45,288.73,-0.26,Simbad
163.6125,-60.575833,2020,LS  2020,8.7,V,10 54 27.0,-60 34 33,289.04,-0.9,Simbad
163.643333,-58.800556,2021,LS  2021,9.4,V,10 54 34.4,-58 48 02,288.28,0.71,Simbad
163.650417,-59.785,18503,"AAS 23, 231  BBI-9",11.6,V,10 54 36.1,-59 47 06,288.72,-0.18,Simbad
163.669583,-48.783611,2018,LS  2018,12.3,V,10 54 40.7,-48 47 01,283.9,9.73,Simbad
163.6725,-59.616667,16095,FO 29,12.1,V,10 54 41.4,-59 37 00,288.65,-0.02,Simbad
163.687917,-61.303611,18547,"AAS 23, 231  BBII-24",13.3,V,10 54 45.1,-61 18 13,289.39,-1.54,Simbad
163.719167,-59.381667,2022,LS  2022,9.8,V,10 54 52.6,-59 22 54,288.57,0.2,Simbad
163.734583,-58.721944,2025,LS  2025,9.8,V,10 54 56.3,-58 43 19,288.29,0.8,Simbad
163.741667,-60.751667,18548,"AAS 23, 231  BBII-25",14.4,V,10 54 58.0,-60 45 06,289.18,-1.03,Simbad
163.780833,-53.3825,2024,LS  2024,12.7,P,10 55 07.4,-53 22 57,286.0,5.62,Simbad
163.7875,-60.076944,18505,"AAS 23, 231  BBI-11",14.2,V,10 55 09.0,-60 04 37,288.9,-0.41,Simbad
163.79125,-60.161667,18506,"AAS 23, 231  BBI-12",14.3,V,10 55 09.9,-60 09 42,288.94,-0.49,Simbad
163.79625,-60.858333,2026,LS  2026,10.0,V,10 55 11.1,-60 51 30,289.25,-1.11,Simbad
163.839167,-59.818333,18507,"AAS 23, 231  BBI-13",13.2,V,10 55 21.4,-59 49 06,288.82,-0.17,Simbad
163.84875,-64.229167,2030,LS  2030,9.5,V,10 55 23.7,-64 13 45,290.73,-4.14,Simbad
163.851667,-59.844722,2027,LS  2027,10.0,V,10 55 24.4,-59 50 41,288.83,-0.19,Simbad
163.85875,-60.416944,2028,LS  2028,10.9,P,10 55 26.1,-60 25 01,289.08,-0.7,Simbad
163.863333,-43.020278,20039,HD 94724,6.4,V,10 55 27.2,-43 01 13,281.41,14.95,Simbad
163.875833,-60.109167,2029,LS  2029,10.4,V,10 55 30.2,-60 06 33,288.96,-0.42,Simbad
163.902917,-59.711389,18181,"AAS 12, 365 BB-39",11.3,V,10 55 36.7,-59 42 41,288.8,-0.06,Simbad
163.912083,-60.238611,2031,LS  2031,10.6,V,10 55 38.9,-60 14 19,289.03,-0.53,Simbad
163.920833,-60.266944,16098,FO 32,11.4,V,10 55 41.0,-60 16 01,289.05,-0.55,Simbad
163.924583,-59.611944,18504,"AAS 23, 231  BBI-10",13.1,V,10 55 41.9,-59 36 43,288.77,0.04,Simbad
163.967917,-60.213889,18189,HD 305691,10.7,V,10 55 52.3,-60 12 50,289.04,-0.5,Simbad
163.97,-59.695278,18508,"AAS 23, 231  BBI-15",14.7,V,10 55 52.8,-59 41 43,288.82,-0.03,Simbad
163.980833,-60.239444,2032,LS  2032,10.5,V,10 55 55.4,-60 14 22,289.06,-0.52,Simbad
163.994583,-60.392222,2033,LS  2033,8.8,V,10 55 58.7,-60 23 32,289.13,-0.65,Simbad
164.042917,-59.930556,2034,LS  2034,9.2,V,10 56 10.3,-59 55 50,288.96,-0.22,Simbad
164.0475,-60.453056,2035,LS  2035,7.1,V,10 56 11.4,-60 27 11,289.18,-0.7,Simbad
164.05625,-61.708333,16116,HD 94923,8.6,V,10 56 13.5,-61 42 30,289.72,-1.83,Simbad
164.059167,-59.528611,18509,"AAS 23, 231  BBI-17",14.0,V,10 56 14.2,-59 31 43,288.79,0.14,Simbad
164.08625,-61.368333,2037,LS  2037,9.4,V,10 56 20.7,-61 22 06,289.59,-1.51,Simbad
164.094583,-59.9575,18510,"AAS 23, 231  BBI-18",13.9,V,10 56 22.7,-59 57 27,288.99,-0.24,Simbad
164.1,-63.033333,16023,VdBH 45a,12.2,V,10 56 24.0,-63 02 00,290.31,-3.02,Simbad
164.101667,-47.456389,17875,HD 94854,9.6,V,10 56 24.4,-47 27 23,283.58,11.05,Simbad
164.101667,-57.551667,2036,LS  2036,7.3,V,10 56 24.4,-57 33 06,287.96,1.94,Simbad
164.104167,-60.906944,2039,LS  2039,10.0,V,10 56 25.0,-60 54 25,289.4,-1.09,Simbad
164.104583,-60.030278,2038,LS  2038,8.7,V,10 56 25.1,-60 01 49,289.03,-0.3,Simbad
164.117083,-61.098611,2040,LS  2040,10.7,V,10 56 28.1,-61 05 55,289.49,-1.26,Simbad
164.127083,-63.843056,2045,LS  2045,12.1,P,10 56 30.5,-63 50 35,290.67,-3.74,Simbad
164.135,-63.0125,2044,LS  2044,11.4,V,10 56 32.4,-63 00 45,290.32,-2.99,Simbad
164.135,-59.461667,16099,FO 33,11.6,V,10 56 32.4,-59 27 42,288.8,0.22,Simbad
164.138333,-59.225833,2041,LS  2041,10.3,P,10 56 33.2,-59 13 33,288.7,0.43,Simbad
164.149167,-61.709167,2043,LS  2043,7.2,V,10 56 35.8,-61 42 33,289.76,-1.81,Simbad
164.154167,-59.8275,18511,"AAS 23, 231  BBI-19",15.0,V,10 56 37.0,-59 49 39,288.96,-0.11,Simbad
164.156667,-60.739167,2042,LS  2042,10.4,P,10 56 37.6,-60 44 21,289.35,-0.93,Simbad
164.162917,-63.016944,2048,LS  2048,11.1,P,10 56 39.1,-63 01 01,290.33,-2.99,Simbad
164.17625,-63.021111,2050,LS  2050,10.8,P,10 56 42.3,-63 01 16,290.34,-2.99,Simbad
164.19625,-59.931944,2046,LS  2046,11.4,P,10 56 47.1,-59 55 55,289.03,-0.19,Simbad
164.205,-59.931944,2049,LS  2049,10.7,V,10 56 49.2,-59 55 55,289.03,-0.19,Simbad
164.215,-60.242222,18182,"AAS 12, 365 BB-61",14.0,V,10 56 51.6,-60 14 32,289.17,-0.47,Simbad
164.225417,-57.316944,2047,LS  2047,11.8,P,10 56 54.1,-57 19 01,287.92,2.18,Simbad
164.235,-59.6575,18513,"AAS 23, 231  BBI-21",11.8,V,10 56 56.4,-59 39 27,288.93,0.06,Simbad
164.236667,-59.353889,18512,"AAS 23, 231  BBI-20",14.8,V,10 56 56.8,-59 21 14,288.8,0.34,Simbad
164.27,-60.456111,18242,HD 95018,9.3,V,10 57 04.8,-60 27 22,289.28,-0.65,Simbad
164.290833,-60.224444,18514,"AAS 23, 231  BBI-22",13.3,V,10 57 09.8,-60 13 28,289.19,-0.44,Simbad
164.322917,-59.961667,2052,LS  2052,11.0,V,10 57 17.5,-59 57 42,289.1,-0.19,Simbad
164.335833,-59.647778,18183,"AAS 12, 365 BB-80",14.3,V,10 57 20.6,-59 38 52,288.97,0.09,Simbad
164.337083,-60.186111,18515,"AAS 23, 231  BBI-23",14.4,V,10 57 20.9,-60 11 10,289.2,-0.39,Simbad
164.347083,-61.726111,2054,LS  2054,11.8,V,10 57 23.3,-61 43 34,289.86,-1.78,Simbad
164.348333,-51.8275,2051,LS  2051,8.9,V,10 57 23.6,-51 49 39,285.63,7.17,Simbad
164.35125,-62.886667,19646,IRAS 10554-6237,14.4,V,10 57 24.3,-62 53 12,290.35,-2.83,Simbad
164.355,-60.112222,2053,LS  2053,10.6,V,10 57 25.2,-60 06 44,289.17,-0.32,Simbad
164.362917,-60.094444,18516,"AAS 23, 231  BBI-24",11.5,V,10 57 27.1,-60 05 40,289.17,-0.3,Simbad
164.391667,-60.199167,18517,"AAS 23, 231  BBI-25",13.8,V,10 57 34.0,-60 11 57,289.23,-0.39,Simbad
164.41,-60.078889,2055,LS  2055,9.5,V,10 57 38.4,-60 04 44,289.19,-0.28,Simbad
164.414583,-58.723056,18213,HD 95085,8.8,V,10 57 39.5,-58 43 23,288.61,0.95,Simbad
164.41625,-61.658889,2056,LS  2056,10.4,V,10 57 39.9,-61 39 32,289.86,-1.71,Simbad
164.425417,-62.736389,18243,HD 95121,9.5,V,10 57 42.1,-62 44 11,290.32,-2.68,Simbad
164.429167,-60.245833,18518,"AAS 23, 231  BBI-26",13.4,V,10 57 43.0,-60 14 45,289.26,-0.43,Simbad
164.469167,-61.3725,18549,"AAS 23, 231  BBII-28",13.6,V,10 57 52.6,-61 22 21,289.76,-1.44,Simbad
164.477917,-58.413333,2057,LS  2057,10.6,P,10 57 54.7,-58 24 48,288.51,1.24,Simbad
164.479167,-62.293056,2058,LS  2058,10.6,V,10 57 55.0,-62 17 35,290.15,-2.27,Simbad
164.479167,-62.524444,18244,HD 95153,9.9,V,10 57 55.0,-62 31 28,290.25,-2.48,Simbad
164.480417,-60.076111,18519,"AAS 23, 231  BBI-27",14.4,V,10 57 55.3,-60 04 34,289.22,-0.26,Simbad
164.514167,-60.091111,18520,"AAS 23, 231  BBI-28",13.6,V,10 58 03.4,-60 05 28,289.24,-0.27,Simbad
164.520833,-64.388056,2061,LS  2061,8.9,V,10 58 05.0,-64 23 17,291.06,-4.16,Simbad
164.527917,-59.856111,18521,"AAS 23, 231  BBI-29",14.6,V,10 58 06.7,-59 51 22,289.14,-0.05,Simbad
164.54875,-62.160278,2060,LS  2060,10.7,V,10 58 11.7,-62 09 37,290.13,-2.14,Simbad
164.5625,-61.228056,18550,"AAS 23, 231  BBII-29",14.3,V,10 58 15.0,-61 13 41,289.74,-1.29,Simbad
164.57125,-61.197778,18551,"AAS 23, 231  BBII-30",12.9,V,10 58 17.1,-61 11 52,289.73,-1.26,Simbad
164.572917,-52.921389,2059,LS  2059,12.7,P,10 58 17.5,-52 55 17,286.23,6.24,Simbad
164.577083,-60.103056,18184,"AAS 12, 365 BB-100",11.9,V,10 58 18.5,-60 06 11,289.27,-0.27,Simbad
164.592917,-57.373333,18214,HD 95172,9.0,V,10 58 22.3,-57 22 24,288.13,2.21,Simbad
164.59625,-61.228056,18552,"AAS 23, 231  BBII-31",12.8,V,10 58 23.1,-61 13 41,289.75,-1.28,Simbad
164.624583,-59.871389,18522,"AAS 23, 231  BBI-30",14.3,V,10 58 29.9,-59 52 17,289.2,-0.05,Simbad
164.65125,-61.131111,18553,"AAS 23, 231  BBII-32",12.8,V,10 58 36.3,-61 07 52,289.74,-1.18,Simbad
164.654583,-61.307778,18554,"AAS 23, 231  BBII-33",14.9,V,10 58 37.1,-61 18 28,289.81,-1.34,Simbad
164.65625,-59.434722,18523,"AAS 23, 231  BBI-31",14.0,V,10 58 37.5,-59 26 05,289.03,0.36,Simbad
164.661667,-60.748056,18555,"AAS 23, 231  BBII-34",12.8,V,10 58 38.8,-60 44 53,289.58,-0.83,Simbad
164.670833,-60.348889,14171,Hbg 499,9.6,V,10 58 41.0,-60 20 56,289.42,-0.47,Simbad
164.687917,-61.176389,2063,LS  2063,11.4,P,10 58 45.1,-61 10 35,289.77,-1.22,Simbad
164.690417,-60.112222,2062,LS  2062,10.6,V,10 58 45.7,-60 06 44,289.33,-0.25,Simbad
164.703333,-60.512778,2064,LS  2064,10.9,P,10 58 48.8,-60 30 46,289.5,-0.61,Simbad
164.723333,-59.426667,18524,"AAS 23, 231  BBI-32",14.1,V,10 58 53.6,-59 25 36,289.05,0.38,Simbad
164.72375,-60.158056,18525,"AAS 23, 231  BBI-33",11.2,V,10 58 53.7,-60 09 29,289.36,-0.29,Simbad
164.727917,-60.146667,18526,"AAS 23, 231  BBI-34",11.4,V,10 58 54.7,-60 08 48,289.36,-0.27,Simbad
