_RAJ2000,_DEJ2000,ALS,Name,mag,n_mag,RAJ2000,DEJ2000,GLON,GLAT,Simbad
273.5075,-14.658056,9420,LS  IV -14  15,10.6,P,18 14 01.8,-14 39 29,15.66,1.41,Simbad
273.513333,-20.301944,4800,LS  4800,9.5,V,18 14 03.2,-20 18 07,10.7,-1.3,Simbad
273.52375,-36.871944,14525,Hbg 1588,8.3,V,18 14 05.7,-36 52 19,356.01,-9.1,Simbad
273.525833,-15.171111,9421,LS  IV -15  29,11.0,P,18 14 06.2,-15 10 16,15.21,1.14,Simbad
273.534583,-25.311667,4796,LS  4796,8.4,V,18 14 08.3,-25 18 42,6.3,-3.7,Simbad
273.54875,-4.5975,9424,LS  IV -04   4,11.7,V,18 14 11.7,-04 35 51,24.55,6.14,Simbad
273.555417,-19.273056,4805,LS  4805,10.1,V,18 14 13.3,-19 16 23,11.62,-0.84,Simbad
273.559167,-15.216944,9423,LS  IV -15  30,10.8,P,18 14 14.2,-15 13 01,15.19,1.09,Simbad
273.570833,-19.068611,4806,LS  4806,9.4,V,18 14 17.0,-19 04 07,11.81,-0.76,Simbad
273.58875,-18.244722,4808,LS  4808,8.2,V,18 14 21.3,-18 14 41,12.54,-0.38,Simbad
273.602917,-20.014167,4807,LS  4807,11.6,P,18 14 24.7,-20 00 51,10.99,-1.23,Simbad
273.643333,-19.056389,14526,Hbg 1592,8.5,V,18 14 34.4,-19 03 23,11.85,-0.81,Simbad
273.650417,-20.278056,4809,LS  4809,12.1,P,18 14 36.1,-20 16 41,10.78,-1.4,Simbad
273.658333,-14.961389,9425,LS  IV -14  16,11.4,P,18 14 38.0,-14 57 41,15.46,1.13,Simbad
273.675833,-33.140556,4801,LS  4801,8.5,V,18 14 42.2,-33 08 26,359.41,-7.49,Simbad
273.680833,-19.015556,4810,LS  4810,10.9,V,18 14 43.4,-19 00 56,11.91,-0.82,Simbad
273.68125,-33.518611,4803,LS  4803,11.0,P,18 14 43.5,-33 31 07,359.08,-7.67,Simbad
273.707917,-18.235556,4811,LS  4811,11.6,P,18 14 49.9,-18 14 08,12.6,-0.47,Simbad
273.71375,-14.676111,9426,LS  IV -14  17,11.7,P,18 14 51.3,-14 40 34,15.73,1.22,Simbad
273.72,-18.477222,4813,LS  4813,10.7,V,18 14 52.8,-18 28 38,12.4,-0.6,Simbad
273.743333,-15.576944,9427,LS  IV -15  31,11.6,P,18 14 58.4,-15 34 37,14.96,0.77,Simbad
273.751667,-18.943333,4814,LS  4814,8.1,V,18 15 00.4,-18 56 36,12.0,-0.85,Simbad
273.75875,-18.2525,4816,LS  4816,10.7,V,18 15 02.1,-18 15 09,12.61,-0.52,Simbad
273.776667,-20.496944,4815,LS  4815,9.9,V,18 15 06.4,-20 29 49,10.65,-1.61,Simbad
273.777083,-16.066667,4820,LS  4820,9.0,P,18 15 06.5,-16 04 00,14.53,0.5,Simbad
273.790833,-14.461111,9428,LS  IV -14  18,11.1,P,18 15 09.8,-14 27 40,15.96,1.26,Simbad
273.797917,-14.975278,9429,LS  IV -14  19,10.2,V,18 15 11.5,-14 58 31,15.51,1.01,Simbad
273.799167,-12.500833,9430,LS  IV -12   6,10.1,P,18 15 11.8,-12 30 03,17.69,2.19,Simbad
273.799167,-12.500556,4826,LS  4826,8.5,V,18 15 11.8,-12 30 02,17.69,2.19,Simbad
273.803333,-20.728333,4818,LS  4818,5.4,V,18 15 12.8,-20 43 42,10.46,-1.74,Simbad
273.80375,-26.005556,4812,LS  4812,11.9,V,18 15 12.9,-26 00 20,5.8,-4.25,Simbad
273.80375,-20.388333,4819,LS  4819,6.0,V,18 15 12.9,-20 23 18,10.75,-1.58,Simbad
273.805,-12.536667,9431,LS  IV -12   7,9.6,P,18 15 13.2,-12 32 12,17.66,2.16,Simbad
273.805,-12.536111,4828,LS  4828,8.2,V,18 15 13.2,-12 32 10,17.66,2.16,Simbad
273.805417,-21.399167,4817,LS  4817,10.9,V,18 15 13.3,-21 23 57,9.87,-2.06,Simbad
273.81625,-19.008889,18745,Markarjan 38 # 2,9.9,V,18 15 15.9,-19 00 32,11.97,-0.93,Simbad
273.82,-18.993611,4821,LS  4821,7.1,V,18 15 16.8,-18 59 37,11.99,-0.93,Simbad
273.82,-19.014722,18746,Markarjan 38 # 3,10.7,V,18 15 16.8,-19 00 53,11.97,-0.94,Simbad
273.820417,-14.735,9432,LS  IV -14  20,11.6,P,18 15 16.9,-14 44 06,15.73,1.1,Simbad
273.83375,-19.981389,4822,LS  4822,11.4,V,18 15 20.1,-19 58 53,11.13,-1.41,Simbad
273.846667,-19.809444,4823,LS  4823,12.1,V,18 15 23.2,-19 48 34,11.28,-1.34,Simbad
273.857917,-14.575,9433,LS  IV -14  21,10.4,V,18 15 25.9,-14 34 30,15.89,1.15,Simbad
273.86375,-19.903333,4824,LS  4824,12.1,V,18 15 27.3,-19 54 12,11.21,-1.4,Simbad
273.86375,-17.998889,4829,LS  4829,8.8,V,18 15 27.3,-17 59 56,12.88,-0.49,Simbad
273.864583,-18.356111,4827,LS  4827,8.7,V,18 15 27.5,-18 21 22,12.57,-0.66,Simbad
273.876667,-14.985833,9434,LS  IV -15  32,11.6,P,18 15 30.4,-14 59 09,15.54,0.94,Simbad
273.878333,-18.661389,4831,LS  4831,6.1,V,18 15 30.8,-18 39 41,12.31,-0.82,Simbad
273.879167,-19.3,4830,LS  4830,9.4,V,18 15 31.0,-19 18 00,11.75,-1.12,Simbad
273.899167,-4.646111,9440,LS  IV -04   5,11.4,V,18 15 35.8,-04 38 46,24.67,5.81,Simbad
273.902083,-20.366944,4832,LS  4832,8.8,V,18 15 36.5,-20 22 01,10.82,-1.65,Simbad
273.909167,-18.958056,4833,LS  4833,10.0,V,18 15 38.2,-18 57 29,12.06,-0.98,Simbad
273.911667,42.159167,17299,HD 167965,5.6,V,18 15 38.8,+42 09 33,69.58,24.12,Simbad
273.922917,-15.101111,9435,LS  IV -15  33,11.8,P,18 15 41.5,-15 06 04,15.46,0.84,Simbad
273.92875,-14.732778,9436,LS  IV -14  22,9.7,V,18 15 42.9,-14 43 58,15.78,1.01,Simbad
273.935417,-15.008611,9437,LS  IV -15  34,11.5,P,18 15 44.5,-15 00 31,15.54,0.87,Simbad
273.94,-18.951667,4834,LS  4834,8.4,V,18 15 45.6,-18 57 06,12.08,-1.01,Simbad
273.942917,-16.694167,4837,LS  4837,11.1,V,18 15 46.3,-16 41 39,14.07,0.07,Simbad
273.94875,-15.455556,9438,LS  IV -15  35,11.4,P,18 15 47.7,-15 27 20,15.16,0.65,Simbad
273.951667,-15.4525,9439,LS  IV -15  36,11.4,P,18 15 48.4,-15 27 09,15.16,0.65,Simbad
273.967083,-20.670278,4836,LS  4836,11.7,V,18 15 52.1,-20 40 13,10.58,-1.85,Simbad
273.977917,-13.574167,4844,LS  4844,8.2,V,18 15 54.7,-13 34 27,16.83,1.52,Simbad
273.978333,-13.574444,9441,LS  IV -13   6,9.5,P,18 15 54.8,-13 34 28,16.83,1.52,Simbad
273.9825,-18.24,4841,LS  4841,7.7,V,18 15 55.8,-18 14 24,12.72,-0.7,Simbad
273.986667,-19.908056,4838,LS  4838,9.1,V,18 15 56.8,-19 54 29,11.26,-1.5,Simbad
273.990417,-20.015278,4839,LS  4839,9.5,V,18 15 57.7,-20 00 55,11.17,-1.56,Simbad
274.002083,-30.763056,4825,LS  4825,12.0,V,18 16 00.5,-30 45 47,1.66,-6.63,Simbad
274.009167,-14.305833,9442,LS  IV -14  23,9.3,V,18 16 02.2,-14 18 21,16.2,1.15,Simbad
274.022083,-22.586389,4840,LS  4840,11.3,V,18 16 05.3,-22 35 11,8.92,-2.8,Simbad
274.0325,-48.681111,18912,LSE 84,11.5,P,18 16 07.8,-48 40 52,345.33,-14.61,Simbad
274.03625,-20.181667,4843,LS  4843,12.1,P,18 16 08.7,-20 10 54,11.04,-1.67,Simbad
274.037917,-41.6225,14527,Hbg 1596,8.7,V,18 16 09.1,-41 37 21,351.88,-11.59,Simbad
274.038333,-12.081667,17514,[F2000] 73,13.4,V,18 16 09.2,-12 04 54,18.17,2.18,Simbad
274.040417,-18.24,4845,LS  4845,9.1,V,18 16 09.7,-18 14 24,12.75,-0.75,Simbad
274.04125,-22.221389,4842,LS  4842,11.6,V,18 16 09.9,-22 13 17,9.25,-2.64,Simbad
274.046667,-14.608889,9443,LS  IV -14  24,10.6,P,18 16 11.2,-14 36 32,15.95,0.97,Simbad
274.0475,-14.611389,4848,LS  4848,9.8,V,18 16 11.4,-14 36 41,15.95,0.97,Simbad
274.05,-18.798611,14528,Hbg 1602,8.1,V,18 16 12.0,-18 47 55,12.26,-1.03,Simbad
274.05,-14.654444,9444,LS  IV -14  25,10.8,P,18 16 12.0,-14 39 16,15.91,0.95,Simbad
274.062917,-14.181667,9446,LS  IV -14  27,11.6,P,18 16 15.1,-14 10 54,16.33,1.16,Simbad
274.063333,-14.645,9445,LS  IV -14  26,8.6,V,18 16 15.2,-14 38 42,15.92,0.94,Simbad
274.0775,-30.124722,4835,LS  4835,9.0,V,18 16 18.6,-30 07 29,2.26,-6.39,Simbad
274.078333,-21.623333,4846,LS  4846,12.0,P,18 16 18.8,-21 37 24,9.79,-2.39,Simbad
274.082083,-14.983333,9447,LS  IV -15  37,10.6,P,18 16 19.7,-14 59 00,15.63,0.76,Simbad
274.0925,10.814722,16218,HD 167785,7.6,V,18 16 22.2,+10 48 53,38.74,12.64,Simbad
274.1025,-38.920278,16146,HD 167321,8.9,V,18 16 24.6,-38 55 13,354.36,-10.43,Simbad
274.115833,-18.758611,4850,LS  4850,9.9,V,18 16 27.8,-18 45 31,12.33,-1.06,Simbad
274.117917,-15.29,9448,LS  IV -15  38,11.2,P,18 16 28.3,-15 17 24,15.38,0.59,Simbad
274.120833,-12.439444,4853,LS  4853,11.4,V,18 16 29.0,-12 26 22,17.89,1.94,Simbad
274.1275,-24.565556,4847,LS  4847,10.1,V,18 16 30.6,-24 33 56,7.21,-3.82,Simbad
274.15875,-17.046944,4852,LS  4852,12.0,V,18 16 38.1,-17 02 49,13.85,-0.28,Simbad
274.17125,-16.9725,4854,LS  4854,10.3,V,18 16 41.1,-16 58 21,13.92,-0.26,Simbad
274.178333,-12.083611,17501,[F2000] 41,11.1,V,18 16 42.8,-12 05 01,18.23,2.06,Simbad
274.1875,-21.578889,4851,LS  4851,11.9,V,18 16 45.0,-21 34 44,9.88,-2.46,Simbad
274.1875,-12.033889,17502,[F2000] 42,11.9,V,18 16 45.0,-12 02 02,18.28,2.07,Simbad
274.189167,-18.412778,4855,LS  4855,9.9,V,18 16 45.4,-18 24 46,12.67,-0.96,Simbad
274.189583,-12.150556,17504,[F2000] 44,12.2,V,18 16 45.5,-12 09 02,18.18,2.02,Simbad
274.190417,5.096111,9451,LS  IV +05   3,11.9,V,18 16 45.7,+05 05 46,33.55,10.03,Simbad
274.190833,-12.120833,17503,[F2000] 43,11.6,V,18 16 45.8,-12 07 15,18.2,2.03,Simbad
274.196667,-11.684722,17500,[F2000] 37,11.6,V,18 16 47.2,-11 41 05,18.59,2.23,Simbad
274.2,-17.118333,4861,LS  4861,10.8,V,18 16 48.0,-17 07 06,13.81,-0.35,Simbad
274.202083,-15.655278,14615,Hilt 729,9.5,V,18 16 48.5,-15 39 19,15.1,0.34,Simbad
274.2025,-28.333611,4849,LS  4849,11.6,P,18 16 48.6,-28 20 01,3.91,-5.65,Simbad
274.20375,-16.981389,4862,LS  4862,11.0,V,18 16 48.9,-16 58 53,13.93,-0.29,Simbad
274.204167,-18.966111,4856,LS  4856,9.4,V,18 16 49.0,-18 57 58,12.19,-1.23,Simbad
274.205,-18.550556,4857,LS  4857,9.5,V,18 16 49.2,-18 33 02,12.55,-1.04,Simbad
274.207083,-16.528056,4864,LS  4864,8.2,V,18 16 49.7,-16 31 41,14.33,-0.08,Simbad
274.2125,-18.363889,4860,LS  4860,11.4,P,18 16 51.0,-18 21 50,12.72,-0.95,Simbad
274.213333,-11.804167,9449,LS  IV -11   7,10.4,V,18 16 51.2,-11 48 15,18.49,2.16,Simbad
274.218333,-19.777778,4858,LS  4858,9.8,V,18 16 52.4,-19 46 40,11.48,-1.63,Simbad
274.21875,-16.395278,17834,HD 167657,8.6,V,18 16 52.5,-16 23 43,14.45,-0.02,Simbad
274.221667,-18.370833,4863,LS  4863,10.3,V,18 16 53.2,-18 22 15,12.72,-0.97,Simbad
274.237083,-20.975556,4859,LS  4859,12.4,P,18 16 56.9,-20 58 32,10.43,-2.21,Simbad
274.243333,-18.967778,4865,LS  4865,7.4,V,18 16 58.4,-18 58 04,12.2,-1.27,Simbad
274.244583,68.741389,19928,HD 169027,6.8,V,18 16 58.7,+68 44 29,98.92,28.25,Simbad
274.247083,-16.993611,4867,LS  4867,10.5,V,18 16 59.3,-16 59 37,13.94,-0.33,Simbad
274.274583,-19.864722,4866,LS  4866,11.1,V,18 17 05.9,-19 51 53,11.43,-1.72,Simbad
274.280417,-15.398889,9450,LS  IV -15  39,9.5,V,18 17 07.3,-15 23 56,15.36,0.4,Simbad
274.28125,-56.023333,15056,HR 6819,5.4,V,18 17 07.5,-56 01 24,338.39,-17.69,Simbad
274.281667,-18.876944,4868,LS  4868,10.5,P,18 17 07.6,-18 52 37,12.3,-1.26,Simbad
274.295833,-19.008333,14530,Hbg 1608,9.8,V,18 17 11.0,-19 00 30,12.19,-1.33,Simbad
274.297083,-12.301667,9452,LS  IV -12   8,11.3,V,18 17 11.3,-12 18 06,18.09,1.85,Simbad
274.316667,-15.451111,9453,LS  IV -15  40,9.7,V,18 17 16.0,-15 27 04,15.33,0.34,Simbad
274.317083,-31.296944,14529,Hbg 1607,7.4,V,18 17 16.1,-31 17 49,1.31,-7.12,Simbad
274.319167,-19.741111,14531,Hbg 1609,9.2,V,18 17 16.6,-19 44 28,11.55,-1.7,Simbad
274.320417,-12.143889,17506,[F2000] 54,12.5,V,18 17 16.9,-12 08 38,18.24,1.91,Simbad
274.322917,-13.767222,9454,LS  IV -13   7,11.6,P,18 17 17.5,-13 46 02,16.82,1.13,Simbad
274.327917,-12.160833,17507,[F2000] 55,12.3,V,18 17 18.7,-12 09 39,18.23,1.89,Simbad
274.32875,-36.131944,18954,LSE 142,11.6,P,18 17 18.9,-36 07 55,356.97,-9.34,Simbad
274.33375,-19.105,4869,LS  4869,11.7,P,18 17 20.1,-19 06 18,12.12,-1.41,Simbad
274.35,-11.75,14616,Hilt 733,11.3,V,18 17 24.0,-11 45 00,18.59,2.06,Simbad
274.350417,-16.703611,4875,LS  4875,10.3,V,18 17 24.1,-16 42 13,14.24,-0.28,Simbad
274.351667,-19.194444,4870,LS  4870,10.3,V,18 17 24.4,-19 11 40,12.05,-1.47,Simbad
274.352083,-19.085556,4871,LS  4871,9.6,V,18 17 24.5,-19 05 08,12.15,-1.41,Simbad
274.3525,-12.304722,9455,LS  IV -12   9,10.8,P,18 17 24.6,-12 18 17,18.12,1.8,Simbad
274.352917,-12.307222,4876,LS  4876,9.8,V,18 17 24.7,-12 18 26,18.12,1.8,Simbad
274.353333,-11.775278,17513,[F2000] 66,11.6,V,18 17 24.8,-11 46 31,18.58,2.05,Simbad
274.35375,-19.182222,4872,LS  4872,10.1,V,18 17 24.9,-19 10 56,12.06,-1.46,Simbad
274.368333,-18.463056,4874,LS  4874,6.5,V,18 17 28.4,-18 27 47,12.7,-1.13,Simbad
274.370417,-16.241389,14824,MCW 647,9.2,V,18 17 28.9,-16 14 29,14.66,-0.08,Simbad
274.370417,-12.283889,9457,LS  IV -12  10,10.0,V,18 17 28.9,-12 17 02,18.14,1.8,Simbad
274.3725,-19.106111,4873,LS  4873,11.4,V,18 17 29.4,-19 06 22,12.14,-1.44,Simbad
274.375417,-13.623611,9456,LS  IV -13   8,10.7,P,18 17 30.1,-13 37 25,16.97,1.16,Simbad
274.380417,-11.991944,17510,[F2000] 59,12.7,V,18 17 31.3,-11 59 31,18.41,1.93,Simbad
274.380833,-12.105,9458,LS  IV -12  11,10.8,P,18 17 31.4,-12 06 18,18.31,1.87,Simbad
274.381667,-12.105833,4879,LS  4879,9.6,V,18 17 31.6,-12 06 21,18.31,1.87,Simbad
274.39,-12.093611,9459,LS  IV -12  12,10.4,V,18 17 33.6,-12 05 37,18.32,1.87,Simbad
274.390417,-12.098889,4880,LS  4880,10.5,V,18 17 33.7,-12 05 56,18.32,1.87,Simbad
274.390417,-12.011944,17509,[F2000] 58,11.7,V,18 17 33.7,-12 00 43,18.39,1.91,Simbad
274.397083,-27.865556,19992,HD 167702,7.5,V,18 17 35.3,-27 51 56,4.41,-5.59,Simbad
274.398333,-11.825556,17492,[F2000] 15,11.4,V,18 17 35.6,-11 49 32,18.56,1.99,Simbad
274.400833,-34.106944,15083,HR 6833,6.1,V,18 17 36.2,-34 06 25,358.83,-8.47,Simbad
274.405,-12.053889,17508,[F2000] 56,12.1,V,18 17 37.2,-12 03 14,18.36,1.88,Simbad
274.406667,-15.430556,4878,LS  4878,6.7,V,18 17 37.6,-15 25 50,15.39,0.27,Simbad
274.416667,-19.672222,14534,Hbg 1614,7.6,V,18 17 40.0,-19 40 20,11.66,-1.75,Simbad
274.425,-17.808056,4877,LS  4877,10.1,V,18 17 42.0,-17 48 29,13.3,-0.87,Simbad
274.43,-12.230833,17494,[F2000] 22,12.7,V,18 17 43.2,-12 13 51,18.22,1.77,Simbad
274.4325,-14.891111,9460,LS  IV -14  28,11.5,P,18 17 43.8,-14 53 28,15.88,0.51,Simbad
274.432917,-14.890833,4881,LS  4881,11.0,P,18 17 43.9,-14 53 27,15.88,0.51,Simbad
274.444167,-11.841944,9462,LS  IV -11   8,11.1,V,18 17 46.6,-11 50 31,18.57,1.94,Simbad
274.445833,-12.499167,9461,LS  IV -12  13,10.1,P,18 17 47.0,-12 29 57,17.99,1.63,Simbad
274.44625,-12.498611,4883,LS  4883,8.8,V,18 17 47.1,-12 29 55,17.99,1.63,Simbad
274.447083,-12.091389,17505,[F2000] 53,12.4,V,18 17 47.3,-12 05 29,18.35,1.82,Simbad
274.450417,-11.685,17499,[F2000] 33,12.9,V,18 17 48.1,-11 41 06,18.71,2.01,Simbad
274.45125,-11.933889,17488,[F2000] 9,12.1,V,18 17 48.3,-11 56 02,18.49,1.89,Simbad
274.45625,-12.131111,17495,[F2000] 24,11.6,V,18 17 49.5,-12 07 52,18.32,1.8,Simbad
274.45625,-12.3425,17493,[F2000] 18,12.3,V,18 17 49.5,-12 20 33,18.13,1.7,Simbad
274.459167,-25.206111,14533,Hbg 1613,10.1,V,18 17 50.2,-25 12 22,6.79,-4.39,Simbad
274.46,-12.2625,17520,"AJ 83, 266 NGC 6604-91",12.0,V,18 17 50.4,-12 15 45,18.2,1.73,Simbad
274.461667,-13.845278,9463,LS  IV -13   9,11.1,P,18 17 50.8,-13 50 43,16.81,0.98,Simbad
274.462083,-11.908889,17487,[F2000] 8,11.8,V,18 17 50.9,-11 54 32,18.52,1.9,Simbad
274.462917,-33.396111,14532,Hbg 1612,7.0,V,18 17 51.1,-33 23 46,359.49,-8.19,Simbad
274.462917,-18.798611,19993,HD 167863,6.7,V,18 17 51.1,-18 47 55,12.45,-1.37,Simbad
274.463333,-13.848056,4885,LS  4885,10.0,V,18 17 51.2,-13 50 53,16.81,0.98,Simbad
274.464583,-11.878056,17489,[F2000] 10,12.7,V,18 17 51.5,-11 52 41,18.54,1.91,Simbad
274.466667,11.878056,9486,LS  IV +11   1,7.1,V,18 17 52.0,+11 52 41,39.88,12.77,Simbad
274.4675,-11.934444,9466,LS  IV -11   9,10.2,V,18 17 52.2,-11 56 04,18.5,1.88,Simbad
274.4675,-12.14,9465,LS  IV -12  14,11.6,P,18 17 52.2,-12 08 24,18.32,1.78,Simbad
274.467917,-12.140556,4887,LS  4887,10.7,V,18 17 52.3,-12 08 26,18.31,1.78,Simbad
274.469167,-12.010556,9467,LS  IV -12  15,11.3,V,18 17 52.6,-12 00 38,18.43,1.84,Simbad
274.472917,-11.735278,17496,[F2000] 26,13.0,V,18 17 53.5,-11 44 07,18.67,1.97,Simbad
274.475417,-12.214722,9468,LS  IV -12  16,11.6,P,18 17 54.1,-12 12 53,18.25,1.74,Simbad
274.47625,-11.725,17497,[F2000] 28,14.2,V,18 17 54.3,-11 43 30,18.69,1.97,Simbad
274.476667,-12.215,4889,LS  4889,10.8,V,18 17 54.4,-12 12 54,18.25,1.74,Simbad
274.478333,-12.729167,9469,LS  IV -12  17,9.3,V,18 17 54.8,-12 43 45,17.8,1.49,Simbad
274.48,-12.05,9470,LS  IV -12  18,11.3,V,18 17 55.2,-12 03 00,18.4,1.81,Simbad
274.481667,-15.136944,9464,LS  IV -15  41,11.3,P,18 17 55.6,-15 08 13,15.68,0.35,Simbad
274.484583,-29.256944,14535,Hbg 1615,8.6,V,18 17 56.3,-29 15 25,3.2,-6.3,Simbad
274.4875,-12.035278,9472,LS  IV -12  20,11.2,V,18 17 57.0,-12 02 07,18.42,1.81,Simbad
274.487917,-12.272222,9471,LS  IV -12  19,11.1,P,18 17 57.1,-12 16 20,18.21,1.7,Simbad
274.489167,-12.2725,4890,LS  4890,10.5,V,18 17 57.4,-12 16 21,18.21,1.7,Simbad
274.49625,-12.320556,9473,LS  IV -12  21,10.7,V,18 17 59.1,-12 19 14,18.17,1.67,Simbad
274.502083,-12.233889,18654,NGC 6604 Forbes/DuPuy Z,11.6,V,18 18 00.5,-12 14 02,18.25,1.71,Simbad
274.504167,-12.235556,9474,LS  IV -12  22,10.4,V,18 18 01.0,-12 14 08,18.25,1.7,Simbad
274.50625,-13.325556,4892,LS  4892,10.6,V,18 18 01.5,-13 19 32,17.29,1.19,Simbad
274.5075,-19.120278,4882,LS  4882,8.9,V,18 18 01.8,-19 07 13,12.19,-1.56,Simbad
274.5125,-12.26,17517,"AJ 83, 266 NGC 6604-J",12.2,V,18 18 03.0,-12 15 36,18.23,1.69,Simbad
274.5125,-13.742778,20134,NGC 6611 002,10.6,V,18 18 03.0,-13 44 34,16.92,0.98,Simbad
274.5125,-12.241389,9475,LS  IV -12  23,10.4,P,18 18 03.0,-12 14 29,18.25,1.69,Simbad
274.513333,-11.293889,9476,LS  IV -11  10,9.4,V,18 18 03.2,-11 17 38,19.08,2.14,Simbad
274.513333,-12.241944,4893,LS  4893,9.8,V,18 18 03.2,-12 14 31,18.25,1.69,Simbad
274.515417,-18.978889,4884,LS  4884,10.2,V,18 18 03.7,-18 58 44,12.31,-1.5,Simbad
274.524167,-12.239444,9477,LS  IV -12  24,9.4,P,18 18 05.8,-12 14 22,18.25,1.69,Simbad
274.524583,-17.482222,4888,LS  4888,11.0,V,18 18 05.9,-17 28 56,13.64,-0.8,Simbad
274.525,-12.241389,4894,LS  4894,7.4,V,18 18 06.0,-12 14 29,18.25,1.68,Simbad
274.52625,-12.233611,4896,LS  4896,10.2,V,18 18 06.3,-12 14 01,18.26,1.69,Simbad
274.526667,-12.232778,9478,LS  IV -12  25,11.0,P,18 18 06.4,-12 13 58,18.26,1.69,Simbad
274.5275,-11.798056,17491,[F2000] 14,13.2,V,18 18 06.6,-11 47 53,18.64,1.89,Simbad
274.528333,-11.918611,9479,LS  IV -11  11,9.9,V,18 18 06.8,-11 55 07,18.54,1.83,Simbad
274.53,-18.98,4886,LS  4886,11.3,V,18 18 07.2,-18 58 48,12.32,-1.51,Simbad
274.532083,18.131389,17420,HR 6852,6.1,V,18 18 07.7,+18 07 53,45.76,15.33,Simbad
274.534167,-13.86,15341,"AJ 106, 1906 N6611-18",14.2,V,18 18 08.2,-13 51 36,16.83,0.91,Simbad
274.535833,-11.806111,17490,[F2000] 13,14.6,V,18 18 08.6,-11 48 22,18.64,1.88,Simbad
274.537917,-12.248333,17516,"AJ 83, 266 NGC 6604-M",12.2,V,18 18 09.1,-12 14 54,18.25,1.67,Simbad
274.53875,-13.781667,15342,"AJ 106, 1906 N6611-25",12.9,V,18 18 09.3,-13 46 54,16.9,0.94,Simbad
274.540417,-11.799167,17511,[F2000] 62,10.7,V,18 18 09.7,-11 47 57,18.65,1.88,Simbad
274.540833,-12.177778,9480,LS  IV -12  26,10.1,P,18 18 09.8,-12 10 40,18.32,1.7,Simbad
274.541667,-12.178889,4897,LS  4897,9.2,V,18 18 10.0,-12 10 44,18.32,1.7,Simbad
274.542083,-12.217222,17518,"AJ 83, 266 NGC 6604-33",13.0,V,18 18 10.1,-12 13 02,18.28,1.68,Simbad
274.5425,-13.844444,15343,"AJ 106, 1906 N6611-31",14.4,V,18 18 10.2,-13 50 40,16.85,0.91,Simbad
274.544167,14.385556,18928,LSE 105,10.3,P,18 18 10.6,+14 23 08,42.25,13.77,Simbad
274.545,-12.094722,9481,LS  IV -12  27,11.3,P,18 18 10.8,-12 05 41,18.39,1.74,Simbad
274.545833,-12.095278,4898,LS  4898,11.0,V,18 18 11.0,-12 05 43,18.39,1.74,Simbad
274.547083,-12.232222,17515,"AJ 83, 266 NGC 6604-D",12.1,V,18 18 11.3,-12 13 56,18.27,1.67,Simbad
274.549167,-11.979167,9482,LS  IV -11  12,11.0,V,18 18 11.8,-11 58 45,18.49,1.79,Simbad
274.549583,-13.819722,15344,"AJ 106, 1906 N6611-38",14.6,V,18 18 11.9,-13 49 11,16.87,0.92,Simbad
274.553333,-12.103611,9483,LS  IV -12  28,11.8,V,18 18 12.8,-12 06 13,18.39,1.72,Simbad
274.560417,-15.581111,4895,LS  4895,10.3,V,18 18 14.5,-15 34 52,15.33,0.07,Simbad
274.563333,-11.765,17498,[F2000] 31,13.4,V,18 18 15.2,-11 45 54,18.69,1.88,Simbad
274.567083,-13.894722,15345,"AJ 106, 1906 N6611-64",13.7,V,18 18 16.1,-13 53 41,16.82,0.87,Simbad
274.568333,-15.598333,18703,"AA 66, 1 S47 Anon",10.6,V,18 18 16.4,-15 35 54,15.32,0.06,Simbad
274.574583,-11.896944,17485,[F2000] 6,11.3,V,18 18 17.9,-11 53 49,18.58,1.8,Simbad
274.57625,-13.699722,15346,"AJ 106, 1906 N6611-80",13.8,V,18 18 18.3,-13 41 59,16.99,0.95,Simbad
274.58,-12.269722,17519,"AJ 83, 266 NGC 6604-61",12.3,V,18 18 19.2,-12 16 11,18.25,1.62,Simbad
274.58375,-11.956944,9487,LS  IV -11  13,10.0,V,18 18 20.1,-11 57 25,18.53,1.77,Simbad
274.584583,-13.769444,9484,LS  IV -13  10,11.9,P,18 18 20.3,-13 46 10,16.93,0.91,Simbad
274.590417,55.446944,16609,HD 238846,9.6,V,18 18 21.7,+55 26 49,84.04,26.62,Simbad
274.591667,-13.386944,9488,LS  IV -13  11,9.1,V,18 18 22.0,-13 23 13,17.27,1.08,Simbad
274.591667,-12.201667,9489,LS  IV -12  29,11.4,P,18 18 22.0,-12 12 06,18.32,1.65,Simbad
274.5925,-12.207222,4899,LS  4899,10.8,V,18 18 22.2,-12 12 26,18.31,1.64,Simbad
274.592917,-14.265,9485,LS  IV -14  29,11.4,P,18 18 22.3,-14 15 54,16.5,0.67,Simbad
274.595,-13.858333,15347,"AJ 106, 1906 N6611-103",12.5,V,18 18 22.8,-13 51 30,16.86,0.86,Simbad
274.59875,-13.6075,15348,"AJ 106, 1906 N6611-584",12.0,V,18 18 23.7,-13 36 27,17.08,0.97,Simbad
274.605,-22.748333,4891,LS  4891,11.1,V,18 18 25.2,-22 44 54,9.03,-3.35,Simbad
274.605417,-13.888611,15349,"AJ 106, 1906 N6611-112",13.9,V,18 18 25.3,-13 53 19,16.84,0.84,Simbad
274.60875,-13.834722,9490,LS  IV -13  12,10.1,V,18 18 26.1,-13 50 05,16.89,0.86,Simbad
274.61375,-13.756944,15350,"AJ 106, 1906 N6611-138",14.8,V,18 18 27.3,-13 45 25,16.96,0.89,Simbad
